Date,Time,Activity,Category,Productivity,Time Spent (seconds)
2026-02-13,01:13:01,VS Code,Software Development,2,750
2026-02-13,01:25:31,VS Code,Software Development,2,1403
2026-02-13,01:48:55,github.com,Software Development,2,906
2026-02-13,02:04:02,VS Code,Software Development,2,682
2026-02-13,02:15:25,VS Code,Software Development,2,336
2026-02-13,02:21:02,github.com,Software Development,2,818
2026-02-13,02:34:40,VS Code,Software Development,2,349
2026-02-13,02:40:29,stackoverflow.com,Reference & Learning,1,777
2026-02-13,02:53:26,VS Code,Software Development,2,810
2026-02-13,03:06:56,github.com,Software Development,2,1455
2026-02-13,03:31:12,VS Code,Software Development,2,482
2026-02-13,03:39:14,VS Code,Software Development,2,1323
2026-02-13,04:01:18,VS Code,Software Development,2,598
2026-02-13,04:11:17,VS Code,Software Development,2,810
2026-02-13,04:24:48,terminal,Software Development,2,1425
2026-02-13,04:48:34,VS Code,Software Development,2,1152
2026-02-13,05:07:46,VS Code,Software Development,2,446
2026-02-13,05:15:13,VS Code,Software Development,2,515
2026-02-13,13:44:44,VS Code,Software Development,2,676
2026-02-13,13:56:01,VS Code,Software Development,2,303
2026-02-13,14:01:04,VS Code,Software Development,2,345
2026-02-13,14:06:50,VS Code,Software Development,2,512
2026-02-13,14:15:23,VS Code,Software Development,2,1457
2026-02-13,14:39:40,VS Code,Software Development,2,869
2026-02-13,14:54:09,VS Code,Software Development,2,961
2026-02-13,15:10:10,youtube.com,Entertainment,-2,345
2026-02-13,15:15:56,stackoverflow.com,Reference & Learning,1,941
2026-02-13,15:31:38,VS Code,Software Development,2,654
2026-02-13,15:42:33,VS Code,Software Development,2,719
2026-02-13,15:54:32,VS Code,Software Development,2,549
2026-02-13,16:03:42,VS Code,Software Development,2,411
2026-02-13,16:10:33,VS Code,Software Development,2,331
2026-02-13,16:16:04,VS Code,Software Development,2,1433
2026-02-13,16:39:57,VS Code,Software Development,2,1442
2026-02-13,17:03:59,VS Code,Software Development,2,719
2026-02-13,17:15:59,VS Code,Software Development,2,617
2026-02-13,17:26:16,terminal,Software Development,2,831
2026-02-13,17:40:08,VS Code,Software Development,2,1134
2026-02-13,17:59:02,github.com,Software Development,2,1149
2026-02-13,18:18:12,github.com,Software Development,2,463
2026-02-13,18:25:56,VS Code,Software Development,2,1446
2026-02-13,18:50:02,VS Code,Software Development,2,1022
2026-02-13,19:07:05,github.com,Software Development,2,1106
2026-02-13,19:25:31,terminal,Software Development,2,1276
2026-02-13,19:46:48,VS Code,Software Development,2,518
2026-02-13,19:55:26,VS Code,Software Development,2,706
2026-02-13,20:07:13,terminal,Software Development,2,854
2026-02-13,20:21:27,github.com,Software Development,2,590
2026-02-13,20:31:17,VS Code,Software Development,2,507
2026-02-13,20:39:44,VS Code,Software Development,2,1170
2026-02-13,20:59:15,VS Code,Software Development,2,1347
2026-02-13,21:21:43,VS Code,Software Development,2,997
2026-02-13,21:38:21,github.com,Software Development,2,1203
2026-02-13,21:58:24,VS Code,Software Development,2,1046
2026-02-13,22:15:50,VS Code,Software Development,2,577
2026-02-13,22:25:28,docs.google.com,Reference & Learning,1,244
2026-02-13,22:29:32,VS Code,Software Development,2,268
2026-02-13,22:34:00,docs.google.com,Reference & Learning,1,33
2026-02-13,22:34:33,slack.com,Communication,0,218
2026-02-13,22:38:12,terminal,Software Development,2,185
2026-02-13,22:41:17,mail.google.com,Communication,0,170
2026-02-13,22:44:08,VS Code,Software Development,2,43
2026-02-13,22:44:51,stackoverflow.com,Reference & Learning,1,202
2026-02-13,22:48:14,docs.google.com,Reference & Learning,1,110
2026-02-13,22:50:04,youtube.com,Entertainment,-2,121
2026-02-13,22:52:05,github.com,Software Development,2,158
2026-02-13,22:54:43,github.com,Software Development,2,35
2026-02-13,22:55:19,terminal,Software Development,2,220
2026-02-13,22:58:59,github.com,Software Development,2,253
2026-02-13,23:03:13,slack.com,Communication,0,296
2026-02-13,23:08:09,slack.com,Communication,0,212
2026-02-13,23:11:41,docs.google.com,Reference & Learning,1,94
2026-02-13,23:13:15,youtube.com,Entertainment,-2,53
2026-02-13,23:14:09,twitter.com,Social Media,-2,91
2026-02-13,23:15:40,twitter.com,Social Media,-2,39
2026-02-13,23:16:20,github.com,Software Development,2,181
2026-02-13,23:19:22,slack.com,Communication,0,39
2026-02-13,23:20:01,docs.google.com,Reference & Learning,1,63
2026-02-13,23:21:05,youtube.com,Entertainment,-2,233
2026-02-13,23:24:58,github.com,Software Development,2,199
2026-02-13,23:28:18,youtube.com,Entertainment,-2,268
2026-02-13,23:32:46,github.com,Software Development,2,82
2026-02-13,23:34:09,youtube.com,Entertainment,-2,243
2026-02-13,23:38:13,slack.com,Communication,0,139
2026-02-13,23:40:32,twitter.com,Social Media,-2,96
2026-02-13,23:42:09,twitter.com,Social Media,-2,150
2026-02-13,23:44:39,github.com,Software Development,2,237
2026-02-13,23:48:37,youtube.com,Entertainment,-2,181
2026-02-13,23:51:38,slack.com,Communication,0,300
2026-02-13,23:56:39,youtube.com,Entertainment,-2,284
2026-02-14,00:01:23,slack.com,Communication,0,287
2026-02-14,00:06:11,slack.com,Communication,0,40
2026-02-14,00:06:51,twitter.com,Social Media,-2,288
2026-02-14,00:11:40,github.com,Software Development,2,167
2026-02-14,00:14:28,slack.com,Communication,0,304
2026-02-14,00:19:32,twitter.com,Social Media,-2,44
2026-02-14,00:20:17,mail.google.com,Communication,0,167
2026-02-14,00:23:05,mail.google.com,Communication,0,324
2026-02-14,00:28:29,github.com,Software Development,2,853
2026-02-14,00:42:42,github.com,Software Development,2,500
2026-02-14,00:51:03,terminal,Software Development,2,451
2026-02-14,00:58:34,VS Code,Software Development,2,1041
2026-02-14,01:15:56,VS Code,Software Development,2,1328
2026-02-14,01:38:04,VS Code,Software Development,2,588
2026-02-14,01:47:53,VS Code,Software Development,2,753
2026-02-14,02:00:27,VS Code,Software Development,2,1268
2026-02-14,02:21:36,VS Code,Software Development,2,1294
2026-02-14,02:43:10,VS Code,Software Development,2,1265
2026-02-14,03:04:16,VS Code,Software Development,2,966
2026-02-14,03:20:22,terminal,Software Development,2,429
2026-02-14,03:27:32,terminal,Software Development,2,698
2026-02-14,03:39:10,VS Code,Software Development,2,887
2026-02-14,03:53:58,slack.com,Communication,0,1330
2026-02-14,04:16:08,VS Code,Software Development,2,1182
2026-02-14,04:35:51,VS Code,Software Development,2,417
2026-02-14,04:42:48,github.com,Software Development,2,771
2026-02-14,04:55:39,terminal,Software Development,2,1420
2026-02-14,05:19:20,terminal,Software Development,2,872
2026-02-14,05:33:52,terminal,Software Development,2,1100
2026-02-14,05:52:13,github.com,Software Development,2,820
2026-02-14,06:05:54,terminal,Software Development,2,1497
2026-02-14,06:30:52,VS Code,Software Development,2,1039
2026-02-14,06:48:12,VS Code,Software Development,2,621
2026-02-14,06:58:33,VS Code,Software Development,2,1095
2026-02-14,07:16:49,VS Code,Software Development,2,1434
2026-02-14,07:40:44,terminal,Software Development,2,1288
2026-02-14,08:02:13,VS Code,Software Development,2,955
2026-02-14,08:18:08,VS Code,Software Development,2,1382
2026-02-14,08:41:10,VS Code,Software Development,2,670
2026-02-14,08:52:21,VS Code,Software Development,2,1051
2026-02-14,09:09:53,VS Code,Software Development,2,553
2026-02-14,09:19:06,github.com,Software Development,2,832
2026-02-14,09:32:58,VS Code,Software Development,2,315
2026-02-14,09:38:14,VS Code,Software Development,2,1093
2026-02-14,09:56:27,VS Code,Software Development,2,527
2026-02-14,10:05:15,github.com,Software Development,2,702
2026-02-14,10:16:57,VS Code,Software Development,2,1439
2026-02-14,10:40:56,VS Code,Software Development,2,860
2026-02-14,10:55:17,VS Code,Software Development,2,1242
2026-02-14,11:15:59,terminal,Software Development,2,801
2026-02-14,11:29:21,VS Code,Software Development,2,395
2026-02-14,11:35:56,terminal,Software Development,2,786
2026-02-14,11:49:02,VS Code,Software Development,2,871
2026-02-14,12:03:34,VS Code,Software Development,2,1009
2026-02-14,12:20:24,VS Code,Software Development,2,940
2026-02-14,12:36:04,VS Code,Software Development,2,1259
2026-02-14,12:57:03,terminal,Software Development,2,762
2026-02-14,13:09:46,VS Code,Software Development,2,1444
2026-02-14,13:33:50,VS Code,Software Development,2,306
2026-02-14,13:38:57,VS Code,Software Development,2,1101
2026-02-14,13:57:19,docs.google.com,Reference & Learning,1,1365
2026-02-14,14:20:04,VS Code,Software Development,2,1193
2026-02-14,14:39:58,terminal,Software Development,2,1161
2026-02-14,14:59:19,VS Code,Software Development,2,646
2026-02-14,15:10:06,VS Code,Software Development,2,351
2026-02-14,15:15:57,VS Code,Software Development,2,987
2026-02-14,15:32:24,github.com,Software Development,2,1484
2026-02-14,15:57:09,VS Code,Software Development,2,831
2026-02-14,16:11:00,VS Code,Software Development,2,1409
2026-02-14,16:34:30,terminal,Software Development,2,813
2026-02-15,00:55:27,VS Code,Software Development,2,1257
2026-02-15,01:16:24,VS Code,Software Development,2,1236
2026-02-15,01:37:01,VS Code,Software Development,2,1374
2026-02-15,01:59:56,VS Code,Software Development,2,951
2026-02-15,02:15:47,VS Code,Software Development,2,1075
2026-02-15,02:33:42,terminal,Software Development,2,92
2026-02-15,02:35:14,VS Code,Software Development,2,63
2026-02-15,02:36:18,github.com,Software Development,2,91
2026-02-15,02:37:50,github.com,Software Development,2,122
2026-02-15,02:39:53,terminal,Software Development,2,206
2026-02-15,02:43:19,twitter.com,Social Media,-2,256
2026-02-15,02:47:36,twitter.com,Social Media,-2,276
2026-02-15,02:52:12,twitter.com,Social Media,-2,196
2026-02-15,02:55:29,youtube.com,Entertainment,-2,97
2026-02-15,02:57:07,mail.google.com,Communication,0,81
2026-02-15,02:58:28,slack.com,Communication,0,278
2026-02-15,03:03:06,github.com,Software Development,2,312
2026-02-15,03:08:19,docs.google.com,Reference & Learning,1,55
2026-02-15,03:09:15,twitter.com,Social Media,-2,36
2026-02-15,03:09:52,github.com,Software Development,2,270
2026-02-15,03:14:22,docs.google.com,Reference & Learning,1,233
2026-02-15,03:18:15,terminal,Software Development,2,65
2026-02-15,03:19:21,youtube.com,Entertainment,-2,192
2026-02-15,03:22:34,youtube.com,Entertainment,-2,219
2026-02-15,03:26:14,github.com,Software Development,2,233
2026-02-15,03:30:07,docs.google.com,Reference & Learning,1,238
2026-02-15,03:34:06,youtube.com,Entertainment,-2,264
2026-02-15,03:38:30,stackoverflow.com,Reference & Learning,1,61
2026-02-15,03:39:32,docs.google.com,Reference & Learning,1,215
2026-02-15,03:43:07,docs.google.com,Reference & Learning,1,95
2026-02-15,03:44:43,slack.com,Communication,0,76
2026-02-15,03:46:00,VS Code,Software Development,2,134
2026-02-15,03:48:15,mail.google.com,Communication,0,157
2026-02-15,03:50:52,github.com,Software Development,2,294
2026-02-15,03:55:47,terminal,Software Development,2,75
2026-02-15,03:57:02,VS Code,Software Development,2,109
2026-02-15,03:58:51,VS Code,Software Development,2,327
2026-02-15,04:04:19,VS Code,Software Development,2,41
2026-02-15,04:05:01,mail.google.com,Communication,0,115
2026-02-15,04:06:56,github.com,Software Development,2,302
2026-02-15,04:11:58,slack.com,Communication,0,220
2026-02-15,04:15:39,docs.google.com,Reference & Learning,1,253
2026-02-15,04:19:53,twitter.com,Social Media,-2,57
2026-02-15,04:20:51,slack.com,Communication,0,126
2026-02-15,04:22:57,twitter.com,Social Media,-2,244
2026-02-15,04:27:01,youtube.com,Entertainment,-2,265
2026-02-15,04:31:27,VS Code,Software Development,2,469
2026-02-15,04:39:17,VS Code,Software Development,2,855
2026-02-15,04:53:32,VS Code,Software Development,2,1282
2026-02-15,05:14:55,VS Code,Software Development,2,657
2026-02-15,05:25:52,github.com,Software Development,2,923
2026-02-15,05:41:15,VS Code,Software Development,2,373
2026-02-15,05:47:29,github.com,Software Development,2,1289
2026-02-15,06:08:59,stackoverflow.com,Reference & Learning,1,903
2026-02-15,06:24:02,VS Code,Software Development,2,1132
2026-02-15,06:42:54,stackoverflow.com,Reference & Learning,1,1023
2026-02-15,06:59:58,VS Code,Software Development,2,1050
2026-02-15,07:17:28,VS Code,Software Development,2,1365
2026-02-15,07:40:14,terminal,Software Development,2,1369
2026-02-15,08:03:03,VS Code,Software Development,2,1433
2026-02-15,08:26:57,VS Code,Software Development,2,320
2026-02-15,08:32:17,slack.com,Communication,0,1186
2026-02-15,08:52:03,VS Code,Software Development,2,1158
2026-02-15,09:11:22,VS Code,Software Development,2,361
2026-02-15,09:17:23,github.com,Software Development,2,445
2026-02-15,09:24:49,VS Code,Software Development,2,1237
2026-02-15,09:45:27,terminal,Software Development,2,560
2026-02-15,09:54:48,terminal,Software Development,2,1431
2026-02-15,10:18:39,github.com,Software Development,2,1492
2026-02-15,10:43:32,VS Code,Software Development,2,925
2026-02-15,10:58:57,VS Code,Software Development,2,1236
2026-02-15,11:19:34,VS Code,Software Development,2,871
2026-02-15,11:34:05,github.com,Software Development,2,1487
2026-02-15,11:58:53,VS Code,Software Development,2,1412
2026-02-15,12:22:25,slack.com,Communication,0,548
2026-02-15,12:31:33,terminal,Software Development,2,971
2026-02-15,12:47:45,terminal,Software Development,2,443
2026-02-15,12:55:09,terminal,Software Development,2,1402
2026-02-15,13:18:32,github.com,Software Development,2,684
2026-02-15,13:29:56,VS Code,Software Development,2,1285
2026-02-15,13:51:22,VS Code,Software Development,2,1409
2026-02-15,14:14:51,VS Code,Software Development,2,624
2026-02-15,14:25:16,slack.com,Communication,0,1125
2026-02-15,14:44:01,VS Code,Software Development,2,1239
2026-02-15,15:04:41,VS Code,Software Development,2,1250
2026-02-15,15:25:31,VS Code,Software Development,2,423
2026-02-15,15:32:34,VS Code,Software Development,2,539
2026-02-15,15:41:33,slack.com,Communication,0,823
2026-02-15,15:55:17,VS Code,Software Development,2,878
2026-02-15,16:09:56,VS Code,Software Development,2,509
2026-02-15,16:18:25,VS Code,Software Development,2,523
2026-02-15,16:27:08,VS Code,Software Development,2,398
2026-02-15,16:33:47,VS Code,Software Development,2,1243
2026-02-15,16:54:30,twitter.com,Social Media,-2,1309
2026-02-15,17:16:20,VS Code,Software Development,2,824
2026-02-15,17:30:04,VS Code,Software Development,2,395
2026-02-15,17:36:40,VS Code,Software Development,2,1454
2026-02-15,18:00:54,terminal,Software Development,2,666
2026-02-15,18:12:01,VS Code,Software Development,2,875
2026-02-15,18:26:37,terminal,Software Development,2,737
2026-02-15,18:38:54,VS Code,Software Development,2,500
2026-02-15,18:47:14,VS Code,Software Development,2,904
2026-02-15,19:02:19,github.com,Software Development,2,446
2026-02-15,19:09:46,stackoverflow.com,Reference & Learning,1,1394
2026-02-15,19:33:00,VS Code,Software Development,2,704
2026-02-15,19:44:44,github.com,Software Development,2,428
2026-02-15,19:51:53,terminal,Software Development,2,1379
2026-02-15,20:14:53,VS Code,Software Development,2,626
2026-02-15,20:25:19,VS Code,Software Development,2,1422
2026-02-15,20:49:01,VS Code,Software Development,2,1432
2026-02-15,21:12:54,VS Code,Software Development,2,672
2026-02-15,21:24:07,terminal,Software Development,2,651
2026-02-15,21:34:58,VS Code,Software Development,2,1259
2026-02-15,21:55:58,VS Code,Software Development,2,1442
2026-02-15,22:20:00,slack.com,Communication,0,870
2026-02-15,22:34:30,VS Code,Software Development,2,521
2026-02-15,22:43:11,VS Code,Software Development,2,594
2026-02-15,22:53:06,github.com,Software Development,2,855
2026-02-15,23:07:21,VS Code,Software Development,2,1022
2026-02-15,23:24:23,VS Code,Software Development,2,555
2026-02-15,23:33:39,github.com,Software Development,2,743
2026-02-15,23:46:02,github.com,Software Development,2,715
2026-02-15,23:57:58,VS Code,Software Development,2,313
2026-02-16,00:03:12,VS Code,Software Development,2,1295
2026-02-16,00:24:48,VS Code,Software Development,2,1268
2026-02-16,00:45:57,VS Code,Software Development,2,730
2026-02-16,00:58:07,VS Code,Software Development,2,1001
2026-02-16,01:14:48,VS Code,Software Development,2,1171
2026-02-16,01:34:19,terminal,Software Development,2,896
2026-02-16,01:49:16,VS Code,Software Development,2,915
2026-02-16,02:04:31,VS Code,Software Development,2,1464
2026-02-16,02:28:55,github.com,Software Development,2,946
2026-02-16,02:44:41,terminal,Software Development,2,1406
2026-02-16,03:08:08,VS Code,Software Development,2,571
2026-02-16,03:17:39,github.com,Software Development,2,353
2026-02-16,03:23:32,VS Code,Software Development,2,320
2026-02-16,09:05:29,VS Code,Software Development,2,461
2026-02-16,09:13:11,VS Code,Software Development,2,1081
2026-02-16,09:31:12,terminal,Software Development,2,459
2026-02-16,09:38:52,VS Code,Software Development,2,488
2026-02-16,09:47:01,VS Code,Software Development,2,1140
2026-02-16,10:06:01,VS Code,Software Development,2,412
2026-02-16,10:12:54,VS Code,Software Development,2,1180
2026-02-16,10:32:34,VS Code,Software Development,2,1367
2026-02-16,10:55:22,VS Code,Software Development,2,1264
2026-02-16,11:16:26,slack.com,Communication,0,624
2026-02-16,11:26:50,VS Code,Software Development,2,592
2026-02-16,11:36:43,VS Code,Software Development,2,987
2026-02-16,11:53:11,terminal,Software Development,2,1310
